Order_ID,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_%,Sales_Amount,Order_Date,City,Segment,Profit
1130,Samuel Miller,Accessories,Sunglasses,,,,0.0,,Delhi,B2B,2782.45
1131,Grace Chavez,T-Shirts,Classic Tee,5.0,,0.99,0.0,2025/01/18,Delhi,,-941.56
1132,Andrew Carlson,Jackets,Bomber Jacket,,,0.58,0.0,,Delhi,B2B,2043.57
1133,Erin Williams,Dresses,Casual Midi,,,0.6,0.0,,Ahmedabad,,806.19
1134,Melissa Jenkins,Dresses,Wrap Dress,3.0,,,0.0,2025-05-14,Delhi,B2C,1101.19
1135,Ronald Ballard,Shoes,Sneakers,4.0,1556.96,0.84,996.45,2024-10-23,Mumbai,B2B,1432.84
1136,Danielle Johnson,Jeans,Straight Cut,,3658.42,0.47,0.0,2024-01-27,Mumbai,,1897.33
1137,Jason Moore,Shoes,Sneakers,,4206.06,,0.0,23-04-2025,Delhi,B2B,1161.76
1138,Thomas Freeman,Dresses,Bodycon,,,0.26,0.0,,Hyderabad,B2C,-658.58
1139,Katherine Reyes,T-Shirts,Graphic Tee,,,0.21,0.0,2024-10-28,Bangalore,,-832.45
1140,Dawn Smith,Accessories,Belts,4.0,,,0.0,2024/08/13,Hyderabad,B2B,-127.91
1141,Sarah Pacheco,T-Shirts,Graphic Tee,,,1.15,0.0,2024-04-19,Delhi,B2C,429.67
1142,Daniel Alvarez,Dresses,Bodycon,6.0,3004.58,,0.0,2024-02-22,Hyderabad,B2C,-509.67
1143,Bernard Ramirez,Jackets,Denim Jacket,,,,0.0,05-05-2025,Bangalore,,816.49
1144,Mrs. Julia Ramirez,Jeans,Slim Fit Jeans,,,0.19,0.0,,Mumbai,B2C,2966.21
1145,Jorge Anderson,T-Shirts,Graphic Tee,-2.0,3607.9,0.94,-432.95,2024/11/06,hyderbad,B2B,-171.58
1146,Jacqueline Jenkins,Accessories,Belts,,,1.09,0.0,2025-03-03,Pune,B2C,-431.7
1147,Tracy Miller,Dresses,Casual Midi,,2875.46,,0.0,2024/12/06,Delhi,B2B,-794.99
1148,Travis Lopez,Accessories,Belts,,2471.48,1.11,0.0,2025/01/23,Mumbai,B2C,2247.9
1149,Steven Ortiz,Dresses,Bodycon,2.0,,,0.0,2024/10/05,Hyderabad,B2B,562.69
1150,Brittany Robinson,Accessories,Sunglasses,,1554.9,,0.0,17-10-2024,Ahmedabad,B2C,457.65
1151,Joseph Allen,Jeans,Straight Cut,4.0,2266.44,0.33,6074.06,17-07-2025,Pune,B2C,-655.45
1152,Matthew Deleon,Shoes,Slip-ons,1.0,,1.26,0.0,2024/11/03,Pune,,454.45
1153,Julia Evans,Accessories,Belts,1.0,478.59,,0.0,15-12-2024,Delhi,B2B,-681.2
1154,Robert Parks,Accessories,Watches,,,,0.0,2024-10-10,Bangalore,B2C,52.85
1155,Sean Small,Shoes,Slip-ons,,,0.64,0.0,2024/11/08,Mumbai,,2493.12
1156,Jacob Moore,Dresses,Wrap Dress,3.0,,0.93,0.0,,Delhi,,1699.17
1157,Dean Allen,Jeans,Ripped Denim,6.0,645.03,,0.0,2025/06/25,Ahmedabad,B2C,2724.92
1158,Vicki Jackson,Dresses,Wrap Dress,,4516.08,,0.0,2025-07-06,Delhi,B2B,2164.95
1159,Robert Knox,Shoes,Sneakers,,3335.18,0.09,0.0,,Ahmedabad,B2C,235.11
1160,Ruben Oconnell,Dresses,Casual Midi,0.0,,0.77,0.0,2024/11/11,Hyderabad,,-711.19
1161,Laura Gallegos,T-Shirts,Classic Tee,,1801.91,,0.0,2024-03-01,Mumbai,,502.86
1162,Christopher Harvey,Shoes,Boots,4.0,,0.14,0.0,2024/11/25,Mumbai,B2C,2566.05
1163,Scott Hampton,Accessories,Sunglasses,,1033.58,0.68,0.0,2025-01-09,bengaluru,B2C,-441.46
1164,Steven Ingram,Accessories,Sunglasses,5.0,,,0.0,,Hyderabad,B2B,598.79
1165,Joshua Jones,T-Shirts,Classic Tee,2.0,,0.08,0.0,2024-10-04,bengaluru,B2B,-102.32
1166,Jennifer Johnson,Jackets,Bomber Jacket,,,0.91,0.0,2023-08-27,Ahmedabad,,285.44
1167,Robert Evans,T-Shirts,Oversized T-shirt,0.0,4595.9,0.09,0.0,2025-05-14,Bangalore,,-653.8
1168,Eugene Olson Jr.,Accessories,Sunglasses,0.0,3655.71,0.48,0.0,13-11-2024,hyderbad,,2024.15
1169,Kristine Sexton,T-Shirts,Classic Tee,-1.0,2948.26,0.9,-294.83,,Pune,,1285.15
1170,Marc Hull,Jeans,Straight Cut,0.0,,0.76,0.0,,Delhi,B2C,-528.7
1171,Richard Johnson,Jeans,Straight Cut,1.0,,,0.0,2025/06/16,Pune,B2B,2475.83
1172,Diane Davis,Jackets,Puffer Coat,-2.0,2719.32,,0.0,2025-05-02,Hyd,B2C,655.1
1173,Shaun Bush,Jeans,Boyfriend Jeans,,4063.39,,0.0,,bengaluru,,2034.39
1174,Tiffany Flores,Jackets,Leather Jacket,6.0,4984.65,0.42,17346.58,23-12-2024,Bangalore,,2931.32
1175,Ashley Brown,Dresses,Casual Midi,3.0,,,0.0,01-10-2024,Ahmedabad,B2C,728.61
1176,Bailey Williamson,Jeans,Boyfriend Jeans,6.0,,0.87,0.0,,Mumbai,B2B,-879.15
1177,Elizabeth Torres,Jeans,Straight Cut,,2426.13,,0.0,30-03-2025,Ahmedabad,B2C,353.91
1178,Joshua Anderson,T-Shirts,Crop Top,4.0,1204.59,,0.0,,Hyd,,2161.64
1179,Kevin Allen,Jackets,Bomber Jacket,0.0,,,0.0,2025-04-04,Mumbai,B2C,510.53
1180,Michelle Moore,Dresses,Bodycon,6.0,2495.96,,0.0,,Hyderabad,B2C,835.4
1181,John Barber,Jackets,Bomber Jacket,,,,0.0,2025-03-16,Mumbai,B2B,2564.06
1182,Andrew Mclaughlin,Jeans,Slim Fit Jeans,-1.0,,,0.0,2024/08/06,Pune,,-747.25
1183,Sherry Ward,Accessories,Watches,6.0,2372.3,,0.0,2024-03-27,Delhi,,1888.87
1184,Craig Farrell,Jeans,Ripped Denim,0.0,2697.1,,0.0,21-06-2025,Delhi,B2B,1518.99
1185,Stacy Brady,Accessories,Belts,,,,0.0,2025-05-14,Delhi,B2C,-445.19
1186,Daniel Patton,Jeans,Boyfriend Jeans,6.0,,0.71,0.0,12-06-2025,Bangalore,B2B,-40.48
1187,Karen Smith,Accessories,Belts,3.0,3810.89,,0.0,,Mumbai,B2C,1153.72
1188,Maria Morrow,Accessories,Belts,6.0,4910.28,0.12,25926.28,27-08-2024,Bangalore,,2089.25
1189,Elizabeth Johnson,T-Shirts,Oversized T-shirt,,4808.1,,0.0,2025/01/28,Ahmedabad,,392.87
1190,Antonio Boyd PhD,Jackets,Puffer Coat,,,0.63,0.0,2025-05-27,Pune,B2B,75.04
1191,John Tucker,Accessories,Belts,,2469.87,0.56,0.0,,Mumbai,B2C,2860.2
1010,Steve Mann,T-Shirts,Crop Top,0.0,,,0.0,,Hyd,B2C,2709.47
1193,Christine Lopez,Dresses,Casual Midi,,3031.06,,0.0,2024/08/08,Pune,B2B,-682.74
1032,Stephanie Booth,Accessories,Sunglasses,,,,0.0,09-07-2025,Ahmedabad,B2C,1941.65
1195,Christine Rodgers,Dresses,Wrap Dress,,,1.2,0.0,,Mumbai,B2C,1059.17
1196,Michael Hawkins,Jeans,Slim Fit Jeans,,3959.06,0.37,0.0,14-05-2025,Hyd,B2B,1539.5
1197,Dean Jimenez,Jackets,Denim Jacket,1.0,,,0.0,,Hyderabad,B2B,650.97
1198,Jacqueline Erickson,Accessories,Sunglasses,3.0,3594.97,,0.0,17-04-2025,Delhi,B2C,2422.27
1199,Jade Chavez,Shoes,Boots,,2317.1,,0.0,02-02-2025,Bangalore,,2637.77
1200,Laura Green,Shoes,Sneakers,4.0,,,0.0,,Hyd,B2C,2782.21
1201,Crystal Hayes MD,Jackets,Bomber Jacket,2.0,3507.85,,0.0,10-01-2025,Pune,B2B,1023.04
1202,Amy Walker,Accessories,Sunglasses,,,,0.0,23-03-2025,bengaluru,B2C,-207.53
1203,Amy Gonzales,T-Shirts,Crop Top,5.0,,,0.0,14-01-2025,Hyd,B2C,657.59
1204,David Parker,Shoes,Slip-ons,,4213.4,,0.0,12-11-2024,Pune,B2B,1867.53
1205,Jennifer Williams,Jeans,Slim Fit Jeans,,696.49,,0.0,2025/06/11,Delhi,B2C,-24.51
1206,Charles White,T-Shirts,Classic Tee,0.0,,,0.0,2025-03-31,hyderbad,,2472.24
1207,Jerome Richardson,Jeans,Straight Cut,,563.14,0.33,0.0,2024-05-21,Ahmedabad,B2B,945.7
1208,Jean Yoder,Jackets,Denim Jacket,1.0,,,0.0,2025/01/10,Mumbai,,648.73
1209,Theodore Yang,Accessories,Watches,,4029.87,,0.0,09-01-2025,Ahmedabad,,1447.79
1210,Rebecca Grant,Accessories,Watches,4.0,,1.16,0.0,2025/05/26,Delhi,,2179.54
1211,Kelli Young,Jeans,Ripped Denim,,1560.37,,0.0,2024-12-04,Ahmedabad,B2C,2783.91
1212,Bradley Quinn,Shoes,Slip-ons,-1.0,4098.12,,0.0,2024/10/17,Hyd,,-656.35
1213,Darrell Reynolds,T-Shirts,Classic Tee,,,,0.0,2025/01/27,Ahmedabad,,1093.98
1214,Alicia Hernandez,Jackets,Leather Jacket,4.0,1273.6,,0.0,18-06-2025,Hyd,B2C,1851.89
1215,Melanie Hoffman,T-Shirts,Classic Tee,6.0,3802.27,,0.0,,Ahmedabad,B2C,-266.99
1216,Benjamin Dunlap,T-Shirts,Classic Tee,6.0,,1.17,0.0,2024/07/22,Delhi,B2B,2986.8
1217,Cheryl King,Jackets,Denim Jacket,3.0,2850.38,,0.0,,Delhi,B2C,17.31
1218,Jamie Alexander,Dresses,Wrap Dress,3.0,1544.45,0.33,3104.34,31-03-2025,Hyd,B2B,707.56
1219,Kayla Crawford,Jeans,Straight Cut,,,,0.0,2024/11/28,bengaluru,,2206.0
1220,Amber Rivera,T-Shirts,Oversized T-shirt,,,,0.0,2024/07/22,bengaluru,,1598.22
1221,Cody Mitchell,Accessories,Belts,3.0,,,0.0,28-09-2024,Mumbai,B2B,898.67
1222,Karen Pennington,T-Shirts,Classic Tee,,683.85,,0.0,30-10-2024,Pune,B2C,1489.45
1223,Nicholas Thompson,T-Shirts,Crop Top,,,,0.0,,hyderbad,B2B,-531.05
1224,Shelby Lewis,Dresses,Wrap Dress,,,,0.0,21-03-2025,Ahmedabad,B2C,2219.56
1225,Gregory Flores,Shoes,Loafers,-1.0,1406.32,1.05,70.32,13-07-2025,Bangalore,,1937.71
1226,Jeffrey Haynes,Dresses,Bodycon,1.0,,1.15,0.0,2024-10-26,Ahmedabad,B2B,2806.56
1227,Antonio Moses,Accessories,Sunglasses,2.0,,0.25,0.0,2024-03-05,hyderbad,B2C,2096.68
1048,Dr. Adam Schultz,Accessories,Caps,,2298.27,0.59,0.0,2025/03/27,Pune,B2B,2994.93
1229,Allen Burton,Dresses,Bodycon,,,,0.0,,Delhi,,925.22
1230,Adam Bennett,Accessories,Watches,3.0,,1.2,0.0,,Hyderabad,,2725.11
1231,Ashley Stevens,Shoes,Slip-ons,1.0,1744.73,,0.0,,Pune,B2B,1393.69
1232,Sierra Miller,Shoes,Sneakers,2.0,2526.77,,0.0,2023-09-14,Mumbai,B2C,1494.67
1233,Katie Garcia,Jackets,Puffer Coat,-1.0,,0.07,0.0,2025-04-25,Bangalore,,2237.24
1234,Timothy Goodman,Jeans,Straight Cut,,1069.88,0.05,0.0,2025-06-24,Pune,B2B,110.58
1235,Rebecca Drake,Jackets,Bomber Jacket,,,,0.0,,Hyderabad,B2B,-403.94
1036,Juan White,T-Shirts,Oversized T-shirt,2.0,4802.42,1.18,-1728.87,2025/04/18,hyderbad,,605.03
1237,Matthew Holloway,T-Shirts,Classic Tee,,,0.29,0.0,09-06-2025,Pune,B2C,-465.98
1238,Scott Weeks,Shoes,Slip-ons,,,,0.0,,Pune,,2742.61
1239,Karina Davis,T-Shirts,Graphic Tee,4.0,644.58,,0.0,20-10-2024,Delhi,B2B,1097.88
1240,Melanie Ramirez,Dresses,Casual Midi,,4634.13,,0.0,2023-07-29,Bangalore,,2625.44
1241,Caroline Thomas,Jeans,Slim Fit Jeans,6.0,3111.95,,0.0,2024-06-22,bengaluru,,2814.82
1242,Pamela Navarro,Jeans,Ripped Denim,-1.0,,,0.0,2025-02-18,Pune,B2B,1576.74
1243,Jack Mccoy,Accessories,Caps,3.0,,0.69,0.0,2024-12-02,Ahmedabad,,779.51
1244,Ashley Walker,Dresses,Maxi Dress,6.0,,,0.0,2024-06-29,Ahmedabad,B2C,2574.76
1245,Christopher Mcknight,T-Shirts,Classic Tee,,1822.9,,0.0,2024/12/13,Delhi,,1076.34
1246,Dr. Derrick Scott,Dresses,Maxi Dress,0.0,,0.03,0.0,,Hyd,,733.8
1247,Jared Tate,T-Shirts,Crop Top,-1.0,,,0.0,,Hyderabad,B2B,1605.97
1248,Edward Morgan,Accessories,Watches,,,1.24,0.0,2023-07-23,Mumbai,B2B,397.41
1249,Tim Bauer,Accessories,Caps,,,0.23,0.0,10-09-2024,Pune,,809.89
1250,Anthony Lee,Shoes,Slip-ons,,,,0.0,,Delhi,B2B,1653.07
1251,Hailey Sullivan,Dresses,Casual Midi,2.0,4841.4,0.6,3873.12,04-02-2025,Pune,,578.37
1252,Brandy Clark,T-Shirts,Classic Tee,6.0,1638.51,0.88,1179.73,02-04-2025,Mumbai,B2C,1484.7
